,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,name,sp_attack,sp_defense,speed,type1,type2,weight_kg,is_legendary
337,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,0.45,85,800000,1.2,90,Solrock,55,65,70,rock,psychic,154.0,0
338,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,1.9,43,1000000,0.4,50,Barboach,46,41,60,water,ground,1.9,0
339,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,0.75,73,1000000,0.9,110,Whiscash,76,71,60,water,ground,23.6,0
340,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,2.05,65,1640000,0.6,43,Corphish,50,35,35,water,none,11.5,0
341,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,1.55,85,1640000,1.1,63,Crawdaunt,90,55,55,water,dark,32.8,0
342,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,2.55,55,1000000,0.5,40,Baltoy,40,70,55,ground,psychic,21.5,0
343,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,0.9,105,1000000,1.5,60,Claydol,70,120,75,ground,psychic,108.0,0
344,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,0.45,77,600000,1.0,66,Lileep,61,87,23,rock,grass,23.8,0
345,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,0.45,97,600000,1.5,86,Cradily,81,107,43,rock,grass,60.4,0
346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,0.45,50,600000,0.7,45,Anorith,40,50,75,rock,bug,12.5,0
347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,0.45,100,600000,1.5,75,Armaldo,70,80,45,rock,bug,68.2,0
348,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,2.55,20,600000,0.6,20,Feebas,10,55,80,water,none,7.4,0
349,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,0.6,79,600000,6.2,95,Milotic,100,125,81,water,none,162.0,0
350,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,6400,70,420,0.45,70,1000000,0.3,70,Castform,70,70,70,normal,none,0.8,0
351,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,5120,70,440,2.0,70,1059860,1.0,60,Kecleon,60,120,40,normal,none,22.0,0
352,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,6400,35,295,2.25,35,800000,0.6,44,Shuppet,63,33,45,ghost,none,2.3,0
353,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,6400,35,555,0.45,75,800000,1.1,64,Banette,93,83,75,ghost,none,12.5,0
354,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,6400,35,295,1.9,90,800000,0.8,20,Duskull,30,90,25,ghost,none,15.0,0
355,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,6400,35,455,0.9,130,800000,1.6,40,Dusclops,60,130,25,ghost,none,30.6,0
356,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,6400,70,460,2.0,83,1250000,2.0,99,Tropius,72,87,51,grass,flying,100.0,0
357,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,6400,70,455,0.45,80,800000,0.6,75,Chimecho,95,90,65,psychic,none,1.0,0
358,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,0.3,60,1059860,1.2,65,Absol,115,60,115,dark,none,47.0,0
359,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,5120,70,260,1.25,48,1000000,0.6,95,Wynaut,23,48,23,psychic,none,14.0,0
360,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,300,1.9,50,1000000,0.7,50,Snorunt,50,50,50,ice,none,16.8,0
361,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,5120,70,580,0.75,80,1000000,1.5,80,Glalie,120,80,100,ice,none,256.5,0
362,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,5120,70,290,2.55,50,1059860,0.8,70,Spheal,55,50,25,ice,water,39.5,0
363,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,5120,70,410,1.2,70,1059860,1.1,90,Sealeo,75,70,45,ice,water,87.6,0
364,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,5120,70,530,0.45,90,1059860,1.4,110,Walrein,95,90,65,ice,water,150.6,0
365,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,5120,70,345,2.55,85,600000,0.4,35,Clamperl,74,55,32,water,none,52.5,0
366,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,5120,70,485,0.6,105,600000,1.7,55,Huntail,94,75,52,water,none,27.0,0
367,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,5120,70,485,0.6,105,600000,1.8,55,Gorebyss,114,75,52,water,none,22.6,0
368,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,10240,70,485,0.25,130,1250000,1.0,100,Relicanth,45,65,55,water,rock,23.4,0
369,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,5120,70,330,2.25,55,800000,0.6,43,Luvdisc,40,65,97,water,none,8.7,0
370,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,10240,35,300,0.45,60,1250000,0.6,45,Bagon,40,30,50,dragon,none,42.1,0
371,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,10240,35,420,0.45,100,1250000,1.1,65,Shelgon,60,50,50,dragon,none,110.5,0
372,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,10240,35,700,0.45,130,1250000,1.5,95,Salamence,120,90,120,dragon,flying,102.6,0
373,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,10240,35,300,0.03,80,1250000,0.6,40,Beldum,35,60,30,steel,psychic,95.2,0
374,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,10240,35,420,0.03,100,1250000,1.2,60,Metang,55,80,50,steel,psychic,202.5,0
375,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,10240,35,700,0.03,150,1250000,1.6,80,Metagross,105,110,110,steel,psychic,550.0,0
376,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,20480,35,580,0.03,200,1250000,1.7,80,Regirock,50,100,50,rock,none,230.0,1
377,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,20480,35,580,0.03,100,1250000,1.8,80,Regice,100,200,50,ice,none,175.0,1
378,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,20480,35,580,0.03,150,1250000,1.9,80,Registeel,75,150,50,steel,none,205.0,1
379,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,30720,90,700,0.03,120,1250000,1.4,80,Latias,140,150,110,dragon,psychic,40.0,1
380,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,30720,90,700,0.03,100,1250000,2.0,80,Latios,160,120,110,dragon,psychic,60.0,1
381,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,770,0.03,90,1250000,4.5,100,Kyogre,180,160,90,water,none,352.0,1
382,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,30720,0,770,0.03,160,1250000,3.5,100,Groudon,150,90,90,ground,none,950.0,1
383,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,30720,0,780,0.45,100,1250000,7.0,105,Rayquaza,180,100,115,dragon,flying,206.5,1
384,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,30720,100,600,0.03,100,1250000,0.3,100,Jirachi,100,100,100,steel,psychic,1.1,1
385,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,30720,0,600,0.03,90,1250000,1.7,50,Deoxys,95,90,180,psychic,none,60.8,1
386,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,5120,70,318,0.45,64,1059860,0.4,55,Turtwig,45,55,31,grass,none,10.2,0
387,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,5120,70,405,0.45,85,1059860,1.1,75,Grotle,55,65,36,grass,none,97.0,0
388,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,5120,70,525,0.45,105,1059860,2.2,95,Torterra,75,85,56,grass,ground,310.0,0
389,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,5120,70,309,0.45,44,1059860,0.5,44,Chimchar,58,44,61,fire,none,6.2,0
390,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,5120,70,405,0.45,52,1059860,0.9,64,Monferno,78,52,81,fire,fighting,22.0,0
391,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,5120,70,534,0.45,71,1059860,1.2,76,Infernape,104,71,108,fire,fighting,55.0,0
392,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,5120,70,314,0.45,53,1059860,0.4,53,Piplup,61,56,40,water,none,5.2,0
393,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,5120,70,405,0.45,68,1059860,0.8,64,Prinplup,81,76,50,water,none,23.0,0
394,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,5120,70,530,0.45,88,1059860,1.7,84,Empoleon,111,101,60,water,steel,84.5,0
395,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,245,2.55,30,1059860,0.3,40,Starly,30,30,60,normal,flying,2.0,0
396,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,70,340,1.2,50,1059860,0.6,55,Staravia,40,40,80,normal,flying,15.5,0
397,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,3840,70,485,0.45,70,1059860,1.2,85,Staraptor,50,60,100,normal,flying,24.9,0
398,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,250,2.55,40,1000000,0.5,59,Bidoof,35,40,31,normal,none,20.0,0
399,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,3840,70,410,1.27,60,1000000,1.0,79,Bibarel,55,60,71,normal,water,31.5,0
400,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,3840,70,194,2.55,41,1059860,0.3,37,Kricketot,25,41,25,bug,none,2.2,0
401,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,384,0.45,51,1059860,1.0,77,Kricketune,55,51,65,bug,none,25.5,0
402,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,5120,70,263,2.35,34,1059860,0.5,45,Shinx,40,34,45,electric,none,9.5,0
403,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,100,363,1.2,49,1059860,0.9,60,Luxio,60,49,60,electric,none,30.5,0
404,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,5120,70,523,0.45,79,1059860,1.4,80,Luxray,95,79,70,electric,none,42.0,0
405,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,5120,70,280,2.55,35,1059860,0.2,40,Budew,50,70,55,grass,poison,1.2,0
406,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,5120,70,515,0.75,65,1059860,0.9,60,Roserade,125,105,90,grass,poison,14.5,0
407,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,7680,70,350,0.45,40,600000,0.9,67,Cranidos,30,30,58,rock,none,31.5,0
408,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,7680,70,495,0.45,60,600000,1.6,97,Rampardos,65,50,58,rock,none,102.5,0
409,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,7680,70,350,0.45,118,600000,0.5,30,Shieldon,42,88,30,rock,steel,57.0,0
410,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,70,495,0.45,168,600000,1.3,60,Bastiodon,47,138,30,rock,steel,149.5,0
411,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,70,224,1.2,45,1000000,0.2,40,Burmy,29,45,36,bug,none,3.4,0
412,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,70,424,0.45,95,1000000,0.5,60,Wormadam,69,95,36,bug,grass,6.5,0
413,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,70,424,0.45,50,1000000,0.9,70,Mothim,94,50,66,bug,flying,23.3,0
414,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,70,244,1.2,42,1059860,0.3,30,Combee,30,42,70,bug,flying,5.5,0
415,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,0.45,102,1059860,1.2,70,Vespiquen,80,102,40,bug,flying,38.5,0
416,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,2.0,70,1000000,0.4,60,Pachirisu,45,90,95,electric,none,3.9,0
417,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,1.9,35,1000000,0.7,55,Buizel,60,30,85,water,none,29.5,0
418,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,0.75,55,1000000,1.1,85,Floatzel,85,50,115,water,none,33.5,0
419,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,1.9,45,1000000,0.4,45,Cherubi,62,53,35,grass,none,3.3,0
420,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,0.75,70,1000000,0.5,70,Cherrim,87,78,85,grass,none,9.3,0
421,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,1.9,48,1000000,0.3,76,Shellos,57,62,34,water,none,6.3,0
422,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,0.75,68,1000000,0.9,111,Gastrodon,92,82,39,water,ground,29.9,0
423,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,0.45,66,800000,1.2,75,Ambipom,60,66,115,normal,none,20.3,0
424,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,1.25,34,1640000,0.4,90,Drifloon,60,44,70,ghost,flying,1.2,0
425,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,0.6,44,1640000,1.2,150,Drifblim,90,54,80,ghost,flying,15.0,0
426,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,1.9,44,1000000,0.4,55,Buneary,44,56,85,normal,none,5.5,0
427,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,0.6,94,1000000,1.2,65,Lopunny,54,96,135,normal,none,33.3,0
428,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,0.45,60,800000,0.9,60,Mismagius,105,105,105,ghost,none,4.4,0
429,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,0.3,52,1059860,0.9,100,Honchkrow,105,52,71,dark,flying,27.3,0
430,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,1.9,42,800000,0.5,49,Glameow,42,37,85,normal,none,3.9,0
431,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,0.75,64,800000,1.0,71,Purugly,64,59,112,normal,none,43.8,0
432,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,1.2,50,800000,0.2,45,Chingling,65,50,45,psychic,none,0.6,0
433,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,2.25,47,1000000,0.4,63,Stunky,41,41,74,poison,dark,19.2,0
434,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,0.6,67,1000000,1.0,103,Skuntank,71,61,84,poison,dark,38.0,0
435,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,2.55,86,1000000,0.5,57,Bronzor,24,86,23,steel,psychic,60.5,0
436,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,0.9,116,1000000,1.3,67,Bronzong,79,116,33,steel,psychic,187.0,0
437,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,2.55,95,1000000,0.5,50,Bonsly,10,45,10,rock,none,15.0,0
438,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,1.45,45,1000000,0.6,20,Mime Jr.,70,90,60,psychic,fairy,13.0,0
439,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,1.3,5,800000,0.6,100,Happiny,15,65,30,normal,none,24.4,0
440,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,0.3,45,1059860,0.5,76,Chatot,92,42,91,normal,flying,1.9,0
441,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,1.0,108,1000000,1.0,50,Spiritomb,92,108,35,ghost,dark,108.0,0
442,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,0.45,45,1250000,0.7,58,Gible,40,45,42,dragon,ground,20.5,0
443,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,0.45,65,1250000,1.4,68,Gabite,50,55,82,dragon,ground,56.0,0
444,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,0.45,115,1250000,1.9,108,Garchomp,120,95,92,dragon,ground,95.0,0
445,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,0.5,40,1250000,0.6,135,Munchlax,40,85,5,normal,none,105.0,0
446,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,0.75,40,1059860,0.7,40,Riolu,35,40,60,fighting,none,20.2,0
447,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,0.45,88,1059860,1.2,70,Lucario,140,70,112,fighting,steel,54.0,0
448,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,1.4,78,1250000,0.8,68,Hippopotas,38,42,32,ground,none,49.5,0
449,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,0.6,118,1250000,2.0,108,Hippowdon,68,72,47,ground,none,300.0,0
