against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,defense,height_m,hp,name,sp_attack,sp_defense,speed,type1,type2,weight_kg,is_legendary,capture_rate_bin,experience_growth_bin
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,70,458,60,1.3,73,Zangoose,60,60,90,normal,none,40.3,0,0.5-1,Below 1.1M
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,70,458,60,2.7,73,Seviper,100,60,65,poison,none,52.5,0,0.5-1,Above 1.1M
2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,70,460,65,1.0,90,Lunatone,95,85,70,rock,psychic,168.0,0,0-0.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,70,460,85,1.2,90,Solrock,55,65,70,rock,psychic,154.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,70,288,43,0.4,50,Barboach,46,41,60,water,ground,1.9,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,70,468,73,0.9,110,Whiscash,76,71,60,water,ground,23.6,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,70,308,65,0.6,43,Corphish,50,35,35,water,none,11.5,0,2.0-2.5,Above 1.1M
2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,70,468,85,1.1,63,Crawdaunt,90,55,55,water,dark,32.8,0,1.5-2.0,Above 1.1M
2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,70,300,55,0.5,40,Baltoy,40,70,55,ground,psychic,21.5,0,2.5+,Below 1.1M
2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,70,500,105,1.5,60,Claydol,70,120,75,ground,psychic,108.0,0,0.5-1,Below 1.1M
2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,70,355,77,1.0,66,Lileep,61,87,23,rock,grass,23.8,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,70,495,97,1.5,86,Cradily,81,107,43,rock,grass,60.4,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,70,355,50,0.7,45,Anorith,40,50,75,rock,bug,12.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,70,495,100,1.5,75,Armaldo,70,80,45,rock,bug,68.2,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,70,200,20,0.6,20,Feebas,10,55,80,water,none,7.4,0,2.5+,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,70,540,79,6.2,95,Milotic,100,125,81,water,none,162.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,420,70,0.3,70,Castform,70,70,70,normal,none,0.8,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,70,440,70,1.0,60,Kecleon,60,120,40,normal,none,22.0,0,1.5-2.0,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,35,295,35,0.6,44,Shuppet,63,33,45,ghost,none,2.3,0,2.0-2.5,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,35,555,75,1.1,64,Banette,93,83,75,ghost,none,12.5,0,0-0.5,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,35,295,90,0.8,20,Duskull,30,90,25,ghost,none,15.0,0,1.5-2.0,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,35,455,130,1.6,40,Dusclops,60,130,25,ghost,none,30.6,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,70,460,83,2.0,99,Tropius,72,87,51,grass,flying,100.0,0,1.5-2.0,Above 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,70,455,80,0.6,75,Chimecho,95,90,65,psychic,none,1.0,0,0-0.5,Below 1.1M
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,35,565,60,1.2,65,Absol,115,60,115,dark,none,47.0,0,0-0.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,70,260,48,0.6,95,Wynaut,23,48,23,psychic,none,14.0,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,70,300,50,0.7,50,Snorunt,50,50,50,ice,none,16.8,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,70,580,80,1.5,80,Glalie,120,80,100,ice,none,256.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,70,290,50,0.8,70,Spheal,55,50,25,ice,water,39.5,0,2.5+,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,70,410,70,1.1,90,Sealeo,75,70,45,ice,water,87.6,0,1-1.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,70,530,90,1.4,110,Walrein,95,90,65,ice,water,150.6,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,70,345,85,0.4,35,Clamperl,74,55,32,water,none,52.5,0,2.5+,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,70,485,105,1.7,55,Huntail,94,75,52,water,none,27.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,70,485,105,1.8,55,Gorebyss,114,75,52,water,none,22.6,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,70,485,130,1.0,100,Relicanth,45,65,55,water,rock,23.4,0,0-0.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,70,330,55,0.6,43,Luvdisc,40,65,97,water,none,8.7,0,2.0-2.5,Below 1.1M
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,35,300,60,0.6,45,Bagon,40,30,50,dragon,none,42.1,0,0-0.5,Above 1.1M
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,35,420,100,1.1,65,Shelgon,60,50,50,dragon,none,110.5,0,0-0.5,Above 1.1M
0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,35,700,130,1.5,95,Salamence,120,90,120,dragon,flying,102.6,0,0-0.5,Above 1.1M
1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,35,300,80,0.6,40,Beldum,35,60,30,steel,psychic,95.2,0,0-0.5,Above 1.1M
1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,35,420,100,1.2,60,Metang,55,80,50,steel,psychic,202.5,0,0-0.5,Above 1.1M
1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,35,700,150,1.6,80,Metagross,105,110,110,steel,psychic,550.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,35,580,200,1.7,80,Regirock,50,100,50,rock,none,230.0,1,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,35,580,100,1.8,80,Regice,100,200,50,ice,none,175.0,1,0-0.5,Above 1.1M
0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,35,580,150,1.9,80,Registeel,75,150,50,steel,none,205.0,1,0-0.5,Above 1.1M
2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,90,700,120,1.4,80,Latias,140,150,110,dragon,psychic,40.0,1,0-0.5,Above 1.1M
2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,90,700,100,2.0,80,Latios,160,120,110,dragon,psychic,60.0,1,0-0.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,0,770,90,4.5,100,Kyogre,180,160,90,water,none,352.0,1,0-0.5,Above 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,0,770,160,3.5,100,Groudon,150,90,90,ground,none,950.0,1,0-0.5,Above 1.1M
0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,0,780,100,7.0,105,Rayquaza,180,100,115,dragon,flying,206.5,1,0-0.5,Above 1.1M
1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,100,600,100,0.3,100,Jirachi,100,100,100,steel,psychic,1.1,1,0-0.5,Above 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,0,600,90,1.7,50,Deoxys,95,90,180,psychic,none,60.8,1,0-0.5,Above 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,70,318,64,0.4,55,Turtwig,45,55,31,grass,none,10.2,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,70,405,85,1.1,75,Grotle,55,65,36,grass,none,97.0,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,70,525,105,2.2,95,Torterra,75,85,56,grass,ground,310.0,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,70,309,44,0.5,44,Chimchar,58,44,61,fire,none,6.2,0,0-0.5,Below 1.1M
0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,70,405,52,0.9,64,Monferno,78,52,81,fire,fighting,22.0,0,0-0.5,Below 1.1M
0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,70,534,71,1.2,76,Infernape,104,71,108,fire,fighting,55.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,70,314,53,0.4,53,Piplup,61,56,40,water,none,5.2,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,70,405,68,0.8,64,Prinplup,81,76,50,water,none,23.0,0,0-0.5,Below 1.1M
0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,70,530,88,1.7,84,Empoleon,111,101,60,water,steel,84.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,70,245,30,0.3,40,Starly,30,30,60,normal,flying,2.0,0,2.5+,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,70,340,50,0.6,55,Staravia,40,40,80,normal,flying,15.5,0,1-1.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,70,485,70,1.2,85,Staraptor,50,60,100,normal,flying,24.9,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,70,250,40,0.5,59,Bidoof,35,40,31,normal,none,20.0,0,2.5+,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,70,410,60,1.0,79,Bibarel,55,60,71,normal,water,31.5,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,70,194,41,0.3,37,Kricketot,25,41,25,bug,none,2.2,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,70,384,51,1.0,77,Kricketune,55,51,65,bug,none,25.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,70,263,34,0.5,45,Shinx,40,34,45,electric,none,9.5,0,2.0-2.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,100,363,49,0.9,60,Luxio,60,49,60,electric,none,30.5,0,1-1.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,70,523,79,1.4,80,Luxray,95,79,70,electric,none,42.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,70,280,35,0.2,40,Budew,50,70,55,grass,poison,1.2,0,2.5+,Below 1.1M
1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,70,515,65,0.9,60,Roserade,125,105,90,grass,poison,14.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,70,350,40,0.9,67,Cranidos,30,30,58,rock,none,31.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,70,495,60,1.6,97,Rampardos,65,50,58,rock,none,102.5,0,0-0.5,Below 1.1M
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,70,350,118,0.5,30,Shieldon,42,88,30,rock,steel,57.0,0,0-0.5,Below 1.1M
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,70,495,168,1.3,60,Bastiodon,47,138,30,rock,steel,149.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,70,224,45,0.2,40,Burmy,29,45,36,bug,none,3.4,0,1-1.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,70,424,95,0.5,60,Wormadam,69,95,36,bug,grass,6.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,70,424,50,0.9,70,Mothim,94,50,66,bug,flying,23.3,0,0-0.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,70,244,42,0.3,30,Combee,30,42,70,bug,flying,5.5,0,1-1.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,70,474,102,1.2,70,Vespiquen,80,102,40,bug,flying,38.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,100,405,70,0.4,60,Pachirisu,45,90,95,electric,none,3.9,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,330,35,0.7,55,Buizel,60,30,85,water,none,29.5,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,70,495,55,1.1,85,Floatzel,85,50,115,water,none,33.5,0,0.5-1,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,70,275,45,0.4,45,Cherubi,62,53,35,grass,none,3.3,0,1.5-2.0,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,70,450,70,0.5,70,Cherrim,87,78,85,grass,none,9.3,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,70,325,48,0.3,76,Shellos,57,62,34,water,none,6.3,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,70,475,68,0.9,111,Gastrodon,92,82,39,water,ground,29.9,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,100,482,66,1.2,75,Ambipom,60,66,115,normal,none,20.3,0,0-0.5,Below 1.1M
0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,70,348,34,0.4,90,Drifloon,60,44,70,ghost,flying,1.2,0,1-1.5,Above 1.1M
0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,70,498,44,1.2,150,Drifblim,90,54,80,ghost,flying,15.0,0,0.5-1,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,0,350,44,0.4,55,Buneary,44,56,85,normal,none,5.5,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,140,580,94,1.2,65,Lopunny,54,96,135,normal,none,33.3,0,0.5-1,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,35,495,60,0.9,60,Mismagius,105,105,105,ghost,none,4.4,0,0-0.5,Below 1.1M
1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,35,505,52,0.9,100,Honchkrow,105,52,71,dark,flying,27.3,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,70,310,42,0.5,49,Glameow,42,37,85,normal,none,3.9,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,70,452,64,1.0,71,Purugly,64,59,112,normal,none,43.8,0,0.5-1,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,70,285,50,0.2,45,Chingling,65,50,45,psychic,none,0.6,0,1-1.5,Below 1.1M
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,70,329,47,0.4,63,Stunky,41,41,74,poison,dark,19.2,0,2.0-2.5,Below 1.1M
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,70,479,67,1.0,103,Skuntank,71,61,84,poison,dark,38.0,0,0.5-1,Below 1.1M
1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,70,300,86,0.5,57,Bronzor,24,86,23,steel,psychic,60.5,0,2.5+,Below 1.1M
1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,70,500,116,1.3,67,Bronzong,79,116,33,steel,psychic,187.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,70,290,95,0.5,50,Bonsly,10,45,10,rock,none,15.0,0,2.5+,Below 1.1M
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,70,310,45,0.6,20,Mime Jr.,70,90,60,psychic,fairy,13.0,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,140,220,5,0.6,100,Happiny,15,65,30,normal,none,24.4,0,1-1.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,35,411,45,0.5,76,Chatot,92,42,91,normal,flying,1.9,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,70,485,108,1.0,50,Spiritomb,92,108,35,ghost,dark,108.0,0,0.5-1,Below 1.1M
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,70,300,45,0.7,58,Gible,40,45,42,dragon,ground,20.5,0,0-0.5,Above 1.1M
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,70,410,65,1.4,68,Gabite,50,55,82,dragon,ground,56.0,0,0-0.5,Above 1.1M
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,70,700,115,1.9,108,Garchomp,120,95,92,dragon,ground,95.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,70,390,40,0.6,135,Munchlax,40,85,5,normal,none,105.0,0,0-0.5,Above 1.1M
